Late_delivery_risk,risk_proba,risk_tier,Shipping Mode,Order Region,Category Name
1,0.99116325,HIGH,First Class,Western Europe,Indoor/Outdoor Games
1,0.4218627,LOW,Standard Class,Central America,Cardio Equipment
0,0.36812484,LOW,Standard Class,West Asia,Cleats
1,0.39489606,LOW,Standard Class,East of USA,Cleats
1,0.99065197,HIGH,First Class,Central America,Men's Footwear
1,0.9911857,HIGH,First Class,Southeast Asia,Men's Footwear
1,0.39377767,LOW,Standard Class,Central America,Indoor/Outdoor Games
1,0.9911027,HIGH,First Class,US Center ,Indoor/Outdoor Games
1,0.78338593,HIGH,Second Class,Western Europe,Cardio Equipment
0,0.3003012,LOW,Standard Class,Canada,Women's Apparel
1,0.8165116,HIGH,Second Class,Western Europe,Consumer Electronics
1,0.8000851,HIGH,Second Class,Southeast Asia,Health and Beauty
1,0.9915285,HIGH,First Class,Western Europe,Golf Gloves
0,0.39505318,LOW,Standard Class,Southeast Asia,Fishing
1,0.8047752,HIGH,Second Class,West Asia,Water Sports
0,0.4111168,LOW,Standard Class,Central America,Fishing
0,0.3431093,LOW,Standard Class,Caribbean,Soccer
0,0.781838,HIGH,Second Class,Oceania,Shop By Sport
1,0.39657113,LOW,Standard Class,Western Europe,Cardio Equipment
1,0.39739615,LOW,Standard Class,Western Europe,Fishing
0,0.41264072,LOW,Same Day,Central Africa,Cleats
1,0.9837976,HIGH,First Class,Central America,Fishing
0,0.39507705,LOW,Standard Class,Southern Europe,Cleats
0,0.39505318,LOW,Standard Class,Central America,Fishing
1,0.9912709,HIGH,First Class,Western Europe,Electronics
1,0.79689556,HIGH,Second Class,Eastern Asia,Camping & Hiking
0,0.7934598,HIGH,Second Class,Caribbean,Men's Footwear
1,0.7977585,HIGH,Second Class,US Center ,Fishing
1,0.39617282,LOW,Standard Class,Eastern Asia,Garden
0,0.39723867,LOW,Standard Class,Western Europe,Women's Apparel
1,0.9836463,HIGH,First Class,Eastern Asia,Cardio Equipment
1,0.47592556,MEDIUM,Same Day,East of USA,Water Sports
0,0.33338574,LOW,Standard Class,Southern Europe,Cleats
0,0.33828032,LOW,Standard Class,East of USA,Men's Footwear
1,0.4799189,MEDIUM,Same Day,Central America,Accessories
0,0.33992395,LOW,Standard Class,Southern Europe,Indoor/Outdoor Games
0,0.40291214,LOW,Standard Class,Western Europe,Cleats
1,0.40262508,LOW,Standard Class,Western Europe,Men's Footwear
0,0.44745246,LOW,Standard Class,Southern Europe,Cleats
1,0.39505318,LOW,Standard Class,West Asia,Cardio Equipment
0,0.39250937,LOW,Standard Class,Northern Europe,Women's Apparel
1,0.39377767,LOW,Standard Class,East Africa,Cleats
1,0.77349967,HIGH,Second Class,US Center ,Camping & Hiking
1,0.34481028,LOW,Standard Class,South America,Fishing
1,0.8230382,HIGH,Second Class,Central America,Cleats
1,0.3968975,LOW,Standard Class,Central America,Camping & Hiking
1,0.40081185,LOW,Standard Class,Oceania,Pet Supplies
0,0.39377767,LOW,Standard Class,Eastern Asia,Cleats
1,0.9911857,HIGH,First Class,South America,Women's Apparel
0,0.3382573,LOW,Standard Class,North Africa,Water Sports
1,0.43504295,LOW,Standard Class,Oceania,Water Sports
0,0.43616673,LOW,Standard Class,South Asia,Toys
1,0.84220475,HIGH,First Class,Western Europe,Water Sports
1,0.39190602,LOW,Standard Class,Eastern Asia,Cleats
1,0.3953487,LOW,Standard Class,South Asia,Indoor/Outdoor Games
1,0.9904987,HIGH,First Class,South Asia,Accessories
1,0.7934598,HIGH,Second Class,South Asia,Women's Clothing
0,0.3953487,LOW,Standard Class,Oceania,Cardio Equipment
0,0.37032926,LOW,Standard Class,Central America,Women's Apparel
1,0.39377767,LOW,Standard Class,South Asia,Music
0,0.34481028,LOW,Standard Class,South America,Fishing
1,0.99103886,HIGH,First Class,Northern Europe,Camping & Hiking
1,0.7984761,HIGH,Second Class,Western Europe,Women's Apparel
1,0.39489606,LOW,Standard Class,South of  USA ,Cleats
1,0.40374157,LOW,Standard Class,Central America,Camping & Hiking
0,0.40592873,LOW,Standard Class,South America,Golf Gloves
0,0.3387044,LOW,Standard Class,South Asia,Indoor/Outdoor Games
1,0.39625555,LOW,Standard Class,South Asia,Women's Apparel
1,0.3892927,LOW,Standard Class,South America,Fishing
0,0.39377767,LOW,Standard Class,West Africa,Women's Apparel
1,0.99129397,HIGH,First Class,Canada,Indoor/Outdoor Games
0,0.32192883,LOW,Standard Class,Caribbean,Fishing
0,0.40665922,LOW,Standard Class,Southeast Asia,Toys
1,0.3953487,LOW,Standard Class,Central America,Cleats
1,0.40081185,LOW,Standard Class,Oceania,Men's Clothing
0,0.417682,LOW,Standard Class,West Asia,Shop By Sport
1,0.80164707,HIGH,Second Class,Western Europe,Cleats
1,0.6876404,HIGH,Second Class,Oceania,Indoor/Outdoor Games
1,0.9911027,HIGH,First Class,South Asia,Camping & Hiking
1,0.34000862,LOW,Standard Class,Oceania,Men's Footwear
0,0.42572525,LOW,Standard Class,Oceania,Fishing
1,0.99065197,HIGH,First Class,Central Africa,Indoor/Outdoor Games
0,0.34360486,LOW,Standard Class,South America,Women's Apparel
1,0.9911027,HIGH,First Class,South Asia,Men's Footwear
0,0.3868145,LOW,Standard Class,Southern Europe,Boxing & MMA
1,0.6975934,HIGH,First Class,Western Europe,Accessories
1,0.9881783,HIGH,First Class,Western Europe,Fishing
0,0.40050593,LOW,Standard Class,Central Asia,Fishing
1,0.9907023,HIGH,First Class,Southern Europe,Water Sports
1,0.6887863,HIGH,Second Class,Southeast Asia,Children's Clothing
0,0.37563133,LOW,Standard Class,South Asia,Accessories
0,0.39377767,LOW,Standard Class,Oceania,Cardio Equipment
0,0.39422986,LOW,Standard Class,West Africa,Men's Footwear
1,0.84279054,HIGH,Second Class,Central America,Shop By Sport
1,0.41451725,LOW,Standard Class,Western Europe,Water Sports
1,0.84866166,HIGH,First Class,US Center ,Women's Apparel
1,0.9888235,HIGH,First Class,South of  USA ,Camping & Hiking
0,0.2887747,LOW,Same Day,Northern Europe,Cleats
1,0.34148353,LOW,Standard Class,South America,Fishing
1,0.67043626,HIGH,Second Class,East of USA,Indoor/Outdoor Games
0,0.37566835,LOW,Standard Class,East of USA,Fishing
1,0.39422986,LOW,Standard Class,West Africa,Indoor/Outdoor Games
1,0.36649618,LOW,Standard Class,West of USA ,Girls' Apparel
0,0.8416254,HIGH,First Class,Southern Europe,Kids' Golf Clubs
0,0.3924648,LOW,Standard Class,South America,Shop By Sport
0,0.3953487,LOW,Standard Class,Central America,Cardio Equipment
0,0.34403214,LOW,Standard Class,South America,Indoor/Outdoor Games
1,0.80541986,HIGH,Second Class,Southeast Asia,Golf Balls
0,0.7825989,HIGH,Second Class,Southern Europe,Women's Apparel
1,0.6841999,HIGH,Second Class,West of USA ,Men's Footwear
1,0.3912493,LOW,Standard Class,East of USA,Women's Apparel
0,0.37034395,LOW,Standard Class,Caribbean,Cardio Equipment
0,0.7992796,HIGH,Second Class,US Center ,Cardio Equipment
0,0.40307033,LOW,Standard Class,Western Europe,Fishing
0,0.39719352,LOW,Standard Class,Central America,Indoor/Outdoor Games
0,0.396118,LOW,Standard Class,Western Europe,Women's Apparel
1,0.7970005,HIGH,Second Class,South Asia,Shop By Sport
0,0.39489606,LOW,Standard Class,Southeast Asia,Cleats
0,0.39505318,LOW,Standard Class,East of USA,Camping & Hiking
1,0.7825633,HIGH,Second Class,Southern Europe,Camping & Hiking
0,0.33168557,LOW,Standard Class,Northern Europe,Cleats
0,0.39377767,LOW,Standard Class,West Asia,Men's Footwear
1,0.36165583,LOW,Standard Class,US Center ,Hunting & Shooting
0,0.39619672,LOW,Standard Class,Southern Europe,Indoor/Outdoor Games
0,0.38732252,LOW,Standard Class,Central America,Water Sports
0,0.21154644,LOW,Standard Class,Northern Europe,Hunting & Shooting
1,0.32006848,LOW,Standard Class,South America,Indoor/Outdoor Games
1,0.8417778,HIGH,First Class,East of USA,Cleats
0,0.39377767,LOW,Standard Class,Southeast Asia,Indoor/Outdoor Games
1,0.9912924,HIGH,First Class,US Center ,Cleats
1,0.9849058,HIGH,First Class,East of USA,Women's Apparel
1,0.802561,HIGH,Second Class,Caribbean,Shop By Sport
1,0.49875024,MEDIUM,Standard Class,Eastern Europe,Camping & Hiking
1,0.39507705,LOW,Standard Class,Southern Europe,Cleats
1,0.99110717,HIGH,First Class,Northern Europe,Cleats
1,0.78963155,HIGH,First Class,Western Europe,Shop By Sport
0,0.4592465,MEDIUM,Same Day,Western Europe,Cardio Equipment
0,0.39810187,LOW,Standard Class,South of  USA ,Men's Footwear
0,0.39244986,LOW,Standard Class,Caribbean,Golf Balls
1,0.8455668,HIGH,First Class,Central America,Fishing
1,0.990564,HIGH,First Class,South of  USA ,Indoor/Outdoor Games
1,0.3713905,LOW,Standard Class,US Center ,Cleats
1,0.52990246,MEDIUM,Same Day,South Asia,Cardio Equipment
1,0.39505318,LOW,Standard Class,Central America,Fishing
0,0.32040742,LOW,Standard Class,South America,Women's Apparel
0,0.33949915,LOW,Standard Class,Northern Europe,Cleats
1,0.79506016,HIGH,Second Class,Western Europe,Shop By Sport
1,0.7934598,HIGH,Second Class,Southeast Asia,Indoor/Outdoor Games
1,0.7977585,HIGH,Second Class,South America,Fishing
0,0.39422986,LOW,Standard Class,Eastern Asia,Cleats
1,0.9837976,HIGH,First Class,Central America,Camping & Hiking
0,0.36994037,LOW,Standard Class,Western Europe,Cleats
1,0.8125624,HIGH,First Class,Oceania,Cleats
1,0.99030745,HIGH,First Class,US Center ,Cardio Equipment
0,0.39441332,LOW,Standard Class,Central America,Hockey
0,0.39422986,LOW,Standard Class,Caribbean,Women's Apparel
1,0.39908648,LOW,Standard Class,Western Europe,Women's Apparel
1,0.7635507,HIGH,Second Class,West of USA ,Cardio Equipment
1,0.42395896,LOW,Standard Class,Eastern Europe,Water Sports
0,0.39230007,LOW,Standard Class,Northern Europe,Cardio Equipment
1,0.84809625,HIGH,First Class,Western Europe,Fishing
0,0.32312548,LOW,Standard Class,Southeast Asia,Cardio Equipment
1,0.39377767,LOW,Standard Class,Caribbean,Cleats
1,0.9909306,HIGH,First Class,West of USA ,Golf Apparel
1,0.5271483,MEDIUM,Standard Class,Western Europe,Cardio Equipment
0,0.3477578,LOW,Standard Class,Central America,Cleats
0,0.70739484,HIGH,Second Class,Western Europe,Women's Apparel
1,0.7148946,HIGH,Second Class,Oceania,Indoor/Outdoor Games
0,0.3778617,LOW,Standard Class,Central America,Cleats
0,0.34360486,LOW,Standard Class,Oceania,Cleats
0,0.41390154,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
0,0.3989802,LOW,Standard Class,Central America,Men's Footwear
1,0.6962394,HIGH,Second Class,Central America,Women's Apparel
1,0.34282908,LOW,Standard Class,Central America,Men's Footwear
1,0.47978285,MEDIUM,Standard Class,Northern Europe,Women's Apparel
1,0.7934598,HIGH,Second Class,South Asia,Indoor/Outdoor Games
0,0.39279726,LOW,Standard Class,Western Europe,Cardio Equipment
1,0.3477446,LOW,Standard Class,Central America,Tennis & Racquet
1,0.9948113,HIGH,First Class,Eastern Europe,Camping & Hiking
0,0.39617282,LOW,Standard Class,Southeast Asia,Fishing
1,0.32714814,LOW,Standard Class,Caribbean,Cleats
1,0.39377767,LOW,Standard Class,South Asia,Shop By Sport
0,0.39205787,LOW,Standard Class,Northern Europe,DVDs
0,0.8125624,HIGH,First Class,Oceania,Women's Apparel
0,0.4165933,LOW,Standard Class,Central America,Fishing
1,0.7925933,HIGH,Second Class,West Africa,Camping & Hiking
0,0.32195356,LOW,Standard Class,Caribbean,Shop By Sport
1,0.33862826,LOW,Standard Class,West of USA ,Water Sports
1,0.8310858,HIGH,First Class,West of USA ,Indoor/Outdoor Games
0,0.39674017,LOW,Standard Class,East of USA,Cleats
1,0.37899488,LOW,Standard Class,North Africa,Water Sports
0,0.39561993,LOW,Standard Class,Central America,Men's Footwear
1,0.72233695,HIGH,Second Class,Northern Europe,Accessories
1,0.39377767,LOW,Standard Class,West of USA ,Indoor/Outdoor Games
1,0.990564,HIGH,First Class,Caribbean,Women's Apparel
1,0.9916146,HIGH,First Class,Caribbean,Men's Footwear
0,0.32173672,LOW,Standard Class,Oceania,Electronics
0,0.32574856,LOW,Standard Class,Southeast Asia,Camping & Hiking
0,0.44828174,LOW,Standard Class,Central America,Men's Footwear
0,0.39377767,LOW,Standard Class,Central America,Indoor/Outdoor Games
0,0.3410788,LOW,Standard Class,US Center ,Water Sports
1,0.7984761,HIGH,Second Class,Western Europe,Men's Footwear
1,0.6857553,HIGH,Second Class,Central America,Indoor/Outdoor Games
1,0.44519845,LOW,Standard Class,East of USA,Women's Apparel
1,0.4383033,LOW,Standard Class,Central America,Cleats
1,0.39602822,LOW,Standard Class,Western Europe,Fishing
0,0.6924392,HIGH,Second Class,Caribbean,Water Sports
1,0.79689556,HIGH,Second Class,West of USA ,Indoor/Outdoor Games
1,0.882126,HIGH,First Class,Western Europe,Women's Golf Clubs
0,0.37157536,LOW,Standard Class,Central America,Fishing
0,0.29999548,LOW,Standard Class,South America,Men's Footwear
0,0.7706796,HIGH,Second Class,North Africa,Men's Footwear
1,0.6891177,HIGH,Second Class,Oceania,Men's Footwear
0,0.24137156,LOW,Standard Class,Canada,Shop By Sport
1,0.82466114,HIGH,First Class,Central Africa,Men's Footwear
1,0.39905503,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
1,0.8013363,HIGH,Second Class,Central America,Indoor/Outdoor Games
1,0.39377767,LOW,Standard Class,East of USA,Men's Footwear
1,0.80141366,HIGH,Second Class,East of USA,Fishing
0,0.3953487,LOW,Standard Class,North Africa,Women's Apparel
0,0.34822652,LOW,Same Day,North Africa,Camping & Hiking
0,0.358231,LOW,Standard Class,Central America,Men's Footwear
0,0.3754537,LOW,Standard Class,US Center ,Camping & Hiking
1,0.79689556,HIGH,Second Class,Eastern Asia,Men's Footwear
0,0.40245658,LOW,Standard Class,Western Europe,Cleats
0,0.396118,LOW,Standard Class,Western Europe,Women's Apparel
0,0.3953487,LOW,Standard Class,US Center ,Indoor/Outdoor Games
1,0.70036817,HIGH,Second Class,West Africa,Cleats
1,0.69175977,HIGH,Second Class,Western Europe,Cleats
1,0.990524,HIGH,First Class,Southern Europe,Cleats
1,0.99136317,HIGH,First Class,Central America,Women's Apparel
1,0.68988824,HIGH,Second Class,Western Europe,Men's Footwear
0,0.3213957,LOW,Standard Class,East Africa,Camping & Hiking
0,0.34360486,LOW,Standard Class,Oceania,Women's Apparel
0,0.30039334,LOW,Standard Class,South America,Cleats
0,0.39422986,LOW,Standard Class,Central America,Cleats
1,0.4048392,LOW,Standard Class,Oceania,Water Sports
0,0.34240252,LOW,Standard Class,Central America,Men's Footwear
1,0.34360486,LOW,Standard Class,Caribbean,Water Sports
0,0.3989802,LOW,Standard Class,Central America,Women's Apparel
1,0.78665936,HIGH,Second Class,Southeast Asia,Cleats
1,0.9911027,HIGH,First Class,Eastern Asia,Water Sports
0,0.4654278,MEDIUM,Standard Class,Caribbean,Indoor/Outdoor Games
1,0.847407,HIGH,First Class,Western Europe,Cleats
0,0.32942793,LOW,Standard Class,West of USA ,Cleats
0,0.3452609,LOW,Standard Class,Northern Europe,Camping & Hiking
1,0.7968277,HIGH,Second Class,Western Europe,Indoor/Outdoor Games
0,0.31528586,LOW,Standard Class,Western Europe,Men's Footwear
0,0.39719352,LOW,Standard Class,Central America,Men's Footwear
1,0.40010363,LOW,Standard Class,West Asia,Women's Apparel
1,0.8013363,HIGH,Second Class,Caribbean,Cleats
1,0.40335384,LOW,Standard Class,Oceania,Fishing
0,0.3462457,LOW,Standard Class,Western Europe,Cleats
1,0.8407186,HIGH,First Class,Eastern Europe,Fishing
0,0.34360486,LOW,Standard Class,South Asia,Cleats
0,0.33458036,LOW,Standard Class,West Asia,Cardio Equipment
0,0.68988824,HIGH,Second Class,Western Europe,Cleats
1,0.71132654,HIGH,Same Day,Southern Europe,Fishing
1,0.42798802,LOW,Standard Class,Western Europe,Shop By Sport
1,0.9903902,HIGH,First Class,Central America,Women's Apparel
1,0.8423359,HIGH,First Class,Southern Europe,Fishing
1,0.9912924,HIGH,First Class,West of USA ,Water Sports
1,0.53111154,MEDIUM,Standard Class,Central Africa,Indoor/Outdoor Games
1,0.39973795,LOW,Standard Class,South of  USA ,Indoor/Outdoor Games
1,0.48720354,MEDIUM,Same Day,Central America,Fishing
0,0.404986,LOW,Standard Class,Oceania,Cardio Equipment
0,0.396118,LOW,Standard Class,Western Europe,Women's Apparel
1,0.39841792,LOW,Standard Class,Western Europe,Men's Footwear
0,0.4007402,LOW,Standard Class,Northern Europe,Children's Clothing
0,0.3662587,LOW,Standard Class,Central America,Cleats
0,0.40141022,LOW,Standard Class,Central America,Men's Footwear
0,0.39377767,LOW,Standard Class,West Asia,Men's Footwear
0,0.49345577,MEDIUM,Standard Class,Southern Europe,Cleats
0,0.3953487,LOW,Standard Class,South Asia,Pet Supplies
1,0.79058605,HIGH,Second Class,Central America,Cleats
0,0.7934598,HIGH,Second Class,US Center ,Men's Footwear
0,0.33828032,LOW,Standard Class,East Africa,Cleats
1,0.79999316,HIGH,Second Class,Western Europe,Women's Apparel
1,0.9911027,HIGH,First Class,Southeast Asia,Tennis & Racquet
1,0.6877891,HIGH,Second Class,Central America,Women's Apparel
1,0.990818,HIGH,First Class,North Africa,Cleats
1,0.431669,LOW,Standard Class,Oceania,Video Games
1,0.51123315,MEDIUM,Standard Class,South Asia,Cardio Equipment
0,0.28068003,LOW,Standard Class,West of USA ,Men's Footwear
0,0.31260434,LOW,Standard Class,South America,Cardio Equipment
0,0.39739615,LOW,Standard Class,Western Europe,Children's Clothing
0,0.396118,LOW,Standard Class,Western Europe,Cardio Equipment
1,0.31239113,LOW,Standard Class,West Asia,Water Sports
1,0.435966,LOW,Standard Class,Southern Europe,Men's Footwear
1,0.33698213,LOW,Standard Class,Canada,Cleats
0,0.33709177,LOW,Standard Class,West of USA ,Men's Footwear
1,0.3953487,LOW,Standard Class,Caribbean,Cardio Equipment
0,0.396118,LOW,Standard Class,Western Europe,Cleats
0,0.30887046,LOW,Standard Class,South Asia,Cleats
1,0.39377767,LOW,Standard Class,East Africa,Cleats
0,0.39377767,LOW,Standard Class,Central America,Cleats
0,0.3792388,LOW,Standard Class,Eastern Asia,Fishing
1,0.7985804,HIGH,Second Class,Western Europe,Indoor/Outdoor Games
1,0.9911506,HIGH,First Class,Northern Europe,Cleats
1,0.39377767,LOW,Standard Class,Central America,Camping & Hiking
0,0.29339707,LOW,Standard Class,East of USA,Cleats
0,0.44530654,LOW,Standard Class,West of USA ,Women's Apparel
1,0.3953487,LOW,Standard Class,South Asia,Cleats
1,0.57260716,MEDIUM,Same Day,Caribbean,Accessories
0,0.34936613,LOW,Standard Class,Caribbean,Cleats
1,0.98975986,HIGH,First Class,US Center ,Camping & Hiking
1,0.7144998,HIGH,Second Class,Western Europe,Men's Footwear
0,0.3953487,LOW,Standard Class,US Center ,Cleats
0,0.35866654,LOW,Standard Class,Central America,Indoor/Outdoor Games
1,0.6857553,HIGH,Second Class,South Asia,Shop By Sport
1,0.7857285,HIGH,Second Class,Western Europe,Water Sports
1,0.77233005,HIGH,Second Class,Western Europe,Men's Footwear
